DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,
Sensor code,,,,,,,,,,
        Datum, BoTemp10, BoTemp20, BoTemp30, Theta201, Theta202, w_up_con, Theta801, Theta802, Lys_Akku
Units,,,,,,,,,,
Minimum value,,,,,,,,,,
Maximum value,,,,,,,,,,
09.04. 01:30 ,   -18.03,     7.59,    22.18,    36.52,    32.31,  26.8610,    33.11,    32.37,  27.9760
09.04. 02:00 ,   -18.03,     7.43,    22.18,    36.52,    32.31,  26.8610,    33.11,    32.37,  27.9760
09.04. 02:30 ,   -18.03,     7.36,    22.18,    36.56,    32.31,  26.8610,    33.11,    32.37,  27.9760
09.04. 03:00 ,   -18.03,     7.06,    22.18,    36.52,    32.31,  26.8610,    33.11,    32.37,  27.9760
09.04. 03:30 ,   -18.03,     6.98,    22.18,    36.52,    32.31,  26.8610,    33.11,    32.37,  27.9760
09.04. 04:00 ,   -18.03,     6.68,    22.18,    36.52,    32.31,  26.8610,    33.11,    32.34,  27.9760
09.04. 04:30 ,   -18.03,     6.53,    22.18,    36.49,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 05:00 ,   -18.03,     6.61,    22.01,    36.52,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 05:30 ,   -18.03,     6.68,    22.01,    36.52,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 06:00 ,   -18.03,     6.68,    22.01,    36.52,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 06:30 ,   -18.03,     6.83,    22.01,    36.52,    32.31,  26.8610,    33.08,    32.34,  27.9760
09.04. 07:00 ,   -18.03,     7.06,    22.01,    36.49,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 07:30 ,   -18.03,     7.21,    22.01,    36.49,    32.29,  26.8610,    33.08,    32.34,  27.9760
09.04. 08:00 ,   -18.03,     7.43,    22.01,    36.49,    32.29,  26.8610,    33.08,    32.31,  27.9760
09.04. 08:30 ,   -18.03,     7.92,    22.01,    36.48,    32.29,  26.8610,    33.08,    32.31,  27.9760
09.04. 09:00 ,   -18.03,     8.16,    22.01,    36.48,    32.29,  26.8610,    33.08,    32.31,  27.9760
09.04. 09:30 ,   -18.03,     8.57,    22.02,    36.45,    32.28,  26.8610,    33.08,    32.31,  27.9760
09.04. 10:00 ,   -18.03,     9.06,    22.02,    36.45,    32.28,  26.8610,    33.08,    32.34,  27.9760
09.04. 10:30 ,   -18.03,    10.21,    22.02,    36.45,    32.28,  26.8610,    33.08,    32.31,  27.9760
09.04. 11:00 ,   -18.03,    10.21,    22.02,    36.41,    32.28,  26.8610,    33.11,    32.31,  27.9760
09.04. 11:30 ,   -18.03,    10.58,    22.03,    36.41,    32.25,  26.8610,    33.08,    32.31,  27.9760
09.04. 12:00 ,   -18.03,    10.77,    22.03,    36.41,    32.25,  26.8610,    33.11,    32.34,  27.9760
09.04. 12:30 ,   -18.03,    11.06,    22.20,    36.37,    32.25,  26.8610,    33.11,    32.34,  27.9760
09.04. 13:00 ,   -18.03,    11.25,    22.20,    36.37,    32.25,  26.8610,    33.11,    32.34,  27.9760
09.04. 13:30 ,   -18.03,    11.25,    22.20,    36.33,    32.23,  26.8610,    33.11,    32.34,  27.9760
09.04. 14:00 ,   -18.03,    11.35,    22.20,    36.33,    32.23,  26.8610,    33.11,    32.34,  27.9760
09.04. 14:30 ,   -18.03,    11.44,    22.20,    36.30,    32.23,  26.8610,    33.11,    32.31,  27.9760
09.04. 15:00 ,   -18.03,    11.73,    22.37,    36.30,    32.20,  26.8610,    33.11,    32.31,  27.9760
09.04. 15:30 ,   -18.03,    11.83,    22.37,    36.30,    32.17,  26.8610,    33.11,    32.31,  27.9760
09.04. 16:00 ,   -18.03,    12.12,    22.37,    36.26,    32.20,  22.1840,    33.11,    32.34,  27.9760
09.04. 16:30 ,   -18.03,    11.54,    22.37,    36.26,    32.17,  24.8080,    33.08,    32.31,  27.9760
09.04. 17:00 ,   -18.03,    10.96,    22.37,    36.22,    32.14,  26.8610,    33.08,    32.31,  27.9760
09.04. 17:30 ,   -18.03,    11.06,    22.37,    36.23,    32.14,  26.8610,    33.08,    32.31,  27.9760
09.04. 18:00 ,   -18.03,    10.77,    22.37,    36.19,    32.14,  26.8610,    33.08,    32.31,  27.9760
09.04. 18:30 ,   -18.03,    10.31,    22.36,    36.19,    32.14,  26.8610,    33.08,    32.31,  27.9760
09.04. 19:00 ,   -18.03,     9.78,    22.36,    36.15,    32.11,  26.8610,    33.08,    32.31,  27.9760
09.04. 19:30 ,   -18.03,     9.33,    22.36,    36.15,    32.11,  26.8610,    33.05,    32.28,  27.9760
09.04. 20:00 ,   -18.03,     8.98,    22.36,    36.15,    32.11,  26.8610,    33.05,    32.28,  27.9760
09.04. 20:30 ,   -18.03,     8.73,    22.35,    36.15,    32.11,  26.8610,    33.05,    32.28,  27.9760
09.04. 21:00 ,   -18.03,     8.57,    22.35,    36.12,    32.09,  26.8610,    33.05,    32.28,  27.9760
09.04. 21:30 ,   -18.03,     8.41,    22.35,    36.12,    32.09,  26.8610,    33.05,    32.26,  27.9760
09.04. 22:00 ,   -18.03,     8.24,    22.18,    36.12,    32.11,  26.8610,    33.05,    32.28,  27.9760
09.04. 22:30 ,   -18.03,     8.08,    22.18,    36.08,    32.09,  26.8610,    33.05,    32.26,  27.9760
09.04. 23:00 ,   -18.03,     7.92,    22.18,    36.08,    32.09,  26.8610,    33.05,    32.26,  27.9760
09.04. 23:30 ,   -18.03,     7.84,    22.18,    36.08,    32.09,  26.8610,    33.02,    32.26,  27.9760
10.04. 00:00 ,   -18.03,     7.67,    22.18,    36.08,    32.09,  26.8610,    33.02,    32.26,  27.9760
10.04. 00:30 ,   -18.03,     7.59,    22.18,    36.08,    32.09,  26.8610,    33.02,    32.26,  27.9760
10.04. 01:00 ,   -18.03,     7.51,    22.18,    36.08,    32.09,  26.8610,    33.02,    32.26,  27.9760
10.04. 01:30 ,   -18.03,     7.43,    22.01,    36.08,    32.09,  26.8610,    33.03,    32.26,  27.9760
10.04. 02:00 ,   -18.03,     7.36,    22.18,    36.08,    32.09,  26.8610,    33.03,    32.26,  27.9760
10.04. 02:30 ,   -18.03,     7.28,    22.18,    36.08,    32.09,  26.8610,    33.00,    32.26,  27.9760
10.04. 03:00 ,   -18.03,     7.28,    22.18,    36.08,    32.09,  26.8610,    33.03,    32.26,  27.9760
10.04. 03:30 ,   -18.03,     7.13,    22.01,    36.05,    32.09,  26.8610,    33.00,    32.23,  27.9760
10.04. 04:00 ,   -18.03,     7.06,    22.18,    36.05,    32.09,  26.8610,    33.00,    32.23,  27.9760
10.04. 04:30 ,   -18.03,     6.98,    22.18,    36.05,    32.09,  26.8610,    33.03,    32.23,  27.9760
10.04. 05:00 ,   -18.03,     6.83,    22.18,    36.05,    32.09,  26.8610,    33.00,    32.23,  27.9760
10.04. 05:30 ,   -18.03,     6.53,    22.17,    36.05,    32.09,  26.8610,    33.00,    32.20,  27.9760
10.04. 06:00 ,   -18.03,     6.31,    22.01,    36.05,    32.09,  26.8610,    33.00,    32.20,  27.9760
10.04. 06:30 ,   -18.03,     6.31,    22.01,    36.01,    32.09,  26.8610,    33.00,    32.20,  27.9760
10.04. 07:00 ,   -18.03,     6.46,    22.17,    36.01,    32.09,  26.8610,    32.97,    32.20,  27.9760
10.04. 07:30 ,   -18.03,     6.83,    22.17,    36.01,    32.09,  26.8610,    33.00,    32.20,  27.9760
10.04. 08:00 ,   -18.03,     7.21,    22.01,    36.01,    32.09,  26.8610,    33.00,    32.20,  27.9760
10.04. 08:30 ,   -18.03,     7.75,    22.01,    36.01,    32.06,  26.8610,    33.00,    32.20,  27.9760
10.04. 09:00 ,   -18.03,     8.24,    22.01,    36.01,    32.06,  26.8610,    32.97,    32.20,  27.9760
10.04. 09:30 ,   -18.03,     8.89,    22.01,    35.97,    32.06,  26.8610,    33.00,    32.20,  27.9760
10.04. 10:00 ,   -18.03,     9.42,    22.02,    35.97,    32.06,  26.8610,    33.00,    32.23,  27.9760
10.04. 10:30 ,   -18.03,    10.67,    22.19,    35.97,    32.06,  26.8610,    33.00,    32.23,  27.9760
10.04. 11:00 ,   -18.03,    10.76,    22.19,    35.93,    32.06,  26.8610,    32.99,    32.20,  27.9760
10.04. 11:30 ,   -18.03,    10.96,    22.19,    35.93,    32.06,  26.8610,    32.99,    32.20,  27.9760
10.04. 12:00 ,   -18.03,    11.15,    22.20,    35.90,    32.03,  26.8610,    33.02,    32.20,  27.9760
10.04. 12:30 ,   -18.03,    11.15,    22.20,    35.90,    32.03,  26.8610,    32.99,    32.23,  27.9760
10.04. 13:00 ,   -18.03,    11.44,    22.36,    35.86,    32.03,  26.8610,    32.99,    32.20,  27.9760
10.04. 13:30 ,   -18.03,    11.44,    22.37,    35.86,    32.00,  26.8610,    33.02,    32.20,  27.9760
10.04. 14:00 ,   -18.03,    11.63,    22.20,    35.86,    32.00,  26.8610,    33.02,    32.20,  27.9760
10.04. 14:30 ,   -18.03,    14.37,    22.20,    35.82,    32.00,  25.9620,    33.02,    32.20,  27.9760
10.04. 15:00 ,   -18.03,    12.43,    22.21,    35.82,    31.97,  24.9650,    33.02,    32.20,  27.9760
10.04. 15:30 ,   -18.03,    12.33,    22.37,    35.79,    31.97,  24.3880,    33.02,    32.20,  27.9760
10.04. 16:00 ,   -18.03,    12.43,    22.37,    35.79,    31.94,  24.5450,    33.02,    32.20,  27.9760
10.04. 16:30 ,   -18.03,    12.23,    22.37,    35.75,    31.94,  24.3350,    33.02,    32.20,  27.9760
10.04. 17:00 ,   -18.03,    12.23,    22.37,    35.75,    31.94,  23.4700,    32.99,    32.20,  27.9760
10.04. 17:30 ,   -18.03,    11.92,    22.37,    35.71,    31.91,  24.7550,    32.99,    32.20,  27.9760
10.04. 18:00 ,   -18.03,    11.44,    22.37,    35.71,    31.91,  24.4670,    32.99,    32.17,  27.9760
10.04. 18:30 ,   -18.03,    10.96,    22.37,    35.71,    31.91,  26.8610,    32.99,    32.17,  27.9760
10.04. 19:00 ,   -18.03,    10.39,    22.36,    35.68,    31.88,  26.8610,    32.99,    32.17,  27.9760
10.04. 19:30 ,   -18.03,     9.95,    22.36,    35.68,    31.89,  26.8610,    32.99,    32.17,  27.9760
10.04. 20:00 ,   -18.03,     9.60,    22.36,    35.64,    31.89,  26.8610,    32.97,    32.17,  27.9760
10.04. 20:30 ,   -18.03,     9.24,    22.35,    35.64,    31.86,  26.8610,    32.97,    32.14,  27.9760
10.04. 21:00 ,   -18.03,     9.06,    22.35,    35.64,    31.86,  26.8610,    32.97,    32.14,  27.9760
10.04. 21:30 ,   -18.03,     8.90,    22.35,    35.61,    31.89,  26.8610,    32.97,    32.14,  27.9760
10.04. 22:00 ,   -18.03,     8.65,    22.35,    35.61,    31.86,  26.8610,    32.97,    32.14,  27.9760
10.04. 22:30 ,   -18.03,     8.49,    22.35,    35.61,    31.86,  26.8610,    32.97,    32.14,  27.9760
10.04. 23:00 ,   -18.03,     8.32,    22.35,    35.57,    31.86,  26.8610,    32.97,    32.14,  27.9760
10.04. 23:30 ,   -18.03,     8.16,    22.35,    35.57,    31.86,  26.8610,    32.94,    32.11,  27.9760
11.04. 00:00 ,   -18.03,     8.00,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.11,  27.9760
11.04. 00:30 ,   -18.03,     7.92,    22.18,    35.57,    31.86,  26.8610,    32.97,    32.11,  27.9760
11.04. 01:00 ,   -18.03,     7.83,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.12,  27.9760
11.04. 01:30 ,   -18.03,     7.67,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.12,  27.9760
11.04. 02:00 ,   -18.03,     7.51,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.12,  27.9760
11.04. 02:30 ,   -18.03,     7.43,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.09,  27.9760
11.04. 03:00 ,   -18.03,     7.43,    22.18,    35.57,    31.86,  26.8610,    32.94,    32.12,  27.9760
11.04. 03:30 ,   -18.03,     7.21,    22.17,    35.57,    31.86,  26.8610,    32.94,    32.12,  27.9760
11.04. 04:00 ,   -18.03,     6.98,    22.17,    35.57,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 04:30 ,   -18.03,     6.76,    22.17,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 05:00 ,   -18.03,     6.61,    22.17,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 05:30 ,   -18.03,     6.38,    22.17,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 06:00 ,   -18.03,     6.31,    22.00,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 06:30 ,   -18.03,     6.38,    22.00,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 07:00 ,   -18.03,     6.53,    22.00,    35.54,    31.86,  26.8610,    32.91,    32.09,  27.9760
11.04. 07:30 ,   -18.03,     6.83,    22.00,    35.54,    31.86,  26.8610,    32.91,    32.06,  27.9760
11.04. 08:00 ,   -18.03,     7.06,    22.00,    35.50,    31.86,  26.8610,    32.91,    32.06,  27.9760
11.04. 08:30 ,   -18.03,     7.75,    22.17,    35.54,    31.86,  26.8610,    32.91,    32.06,  27.9760
11.04. 09:00 ,   -18.03,     8.32,    22.01,    35.50,    31.86,  26.8610,    32.91,    32.06,  27.9760
11.04. 09:30 ,   -18.03,     9.07,    22.03,    35.49,    31.86,  26.8610,    32.91,    32.06,  27.9760
11.04. 10:00 ,   -18.03,     9.71,    22.07,    35.48,    31.85,  26.8340,    32.90,    32.08,  27.9490
11.04. 10:30 ,   -18.03,    11.25,    22.72,    35.23,    31.65,  26.5720,    32.73,    31.88,  -0.3035
11.04. 11:00 ,    30.03,    30.03,    30.03,    24.05,    20.96,   5.0110,    21.91,    21.24,   5.2190
11.04. 11:30 ,    30.03,    30.03,    30.03,    24.30,    21.23,   5.0570,    22.18,    21.53,   5.2670
11.04. 12:00 ,     5.39,     6.09,     6.39,    24.49,    21.40,   5.0970,    22.35,    21.70,   5.3150
11.04. 12:30 ,    30.03,    30.03,    30.03,    24.45,    21.35,   5.1160,    22.36,    21.66,   5.3290
11.04. 13:00 ,   -18.03,     8.19,     8.43,    28.78,    31.83, -26.7300,    26.29,    25.52,  13.9710
11.04. 13:30 ,   -18.03,    11.48,    22.43,    35.40,    31.81, -26.7030,    32.92,    32.07, -27.8120
11.04. 14:00 ,     5.12,    12.12,    22.37,    35.36,    31.78, -26.6510,    26.00,    25.20,  14.1900
11.04. 14:30 ,    30.03,    30.03,    30.03,    24.05,    20.98,   5.1750,    22.00,    21.30,   5.3830
11.04. 15:00 ,   -18.03,    12.53,    22.36,    35.33,    31.76, -26.5980,    32.92,    32.07, -27.7030
11.04. 15:30 ,     5.26,     5.95,     6.24,    28.29,    31.77,   2.1449,    32.94,    32.08,  24.9630
11.04. 16:00 ,   -18.03,    12.53,    22.52,    35.33,    31.73, -25.9160,    32.89,    32.04, -26.9920
11.04. 16:30 ,    30.03,    30.03,    30.03,    24.20,    21.10,   5.1230,    22.20,    21.50,   5.3360
11.04. 17:00 ,    30.03,    30.03,    30.03,    24.12,    21.02,   5.2080,    22.11,    21.39,   5.4240
11.04. 17:30 ,    30.03,    30.03,    30.03,    24.18,    21.10,   5.1230,    22.20,    21.48,   5.3360
11.04. 18:00 ,     5.84,    11.67,     6.88,    25.52,    22.40,   5.0900,    23.47,    22.77,   5.3010
11.04. 18:30 ,    30.03,    30.03,    30.03,    25.73,    22.54,   5.1160,    23.57,    22.89,   5.3490
11.04. 19:00 ,   -18.03,    10.57,    22.52,    35.17,    31.69, -27.0200,    32.91,    32.06, -28.1500
11.04. 19:30 ,    30.03,    30.03,    30.03,    24.03,    21.01,   5.1950,    22.03,    21.35,   5.3830
11.04. 20:00 ,    30.03,    30.03,    30.03,    24.09,    21.06,   5.1430,    22.11,    21.44,   5.3630
11.04. 20:30 ,     5.29,     9.29,    22.44,    34.99,    31.74, -26.6250,    32.77,    25.45,  13.9230
11.04. 21:00 ,    30.03,    30.03,    30.03,    24.53,    21.48,   5.0380,    22.57,    21.83,   5.2540
11.04. 21:30 ,     5.27,     9.09,    22.56,    35.16,    31.68, -26.2570,    32.87,    32.02, -12.3790
11.04. 22:00 ,   -18.03,     8.94,    22.44,    35.14,    31.67, -25.3910,    32.86,    32.01, -26.4460
11.04. 22:30 ,   -18.03,     8.81,    22.50,    35.15,    31.67, -25.7590,    32.87,    32.01, -26.8280
11.04. 23:00 ,   -18.03,     8.71,    22.46,    35.13,    31.66, -25.6800,    32.85,    31.97, -26.7460
11.04. 23:30 ,   -18.03,     5.81,     6.25,    28.65,    31.65, -25.8370,    32.88,    32.00, -26.9100
12.04. 00:00 ,   -18.03,     8.65,    22.35,    35.13,    31.66, -25.7320,    32.88,    31.97, -26.8010
12.04. 00:30 ,   -18.03,     8.57,    22.34,    35.10,    31.66,  26.8610,    32.88,    32.00,  27.9760
12.04. 01:00 ,   -18.03,     8.48,    22.34,    35.10,    31.63, -22.9190,    32.91,    31.98,  -9.6120
12.04. 01:30 ,   -18.03,     5.98,     6.43,    28.25,    31.41, -26.7030,    32.57,    31.69, -27.8120
12.04. 02:00 ,   -18.03,     8.40,    22.34,    35.10,    31.66,  26.8610,    32.86,    31.97,  27.9760
12.04. 02:30 ,   -18.03,     8.24,    22.34,    35.06,    31.66, -26.8610,    32.86,    31.98, -14.3740
12.04. 03:00 ,   -18.03,     8.16,    22.34,    35.06,    31.66, -21.8690,    32.89,    31.98,  -6.6340
12.04. 03:30 ,   -18.03,     8.08,    22.17,    35.06,    31.63, -17.2710,    32.91,    31.97,  -4.9390
12.04. 04:00 ,   -18.03,     7.91,    22.34,    35.12,    31.62, -25.2080,    32.79,    31.85, -26.2540
12.04. 04:30 ,   -18.03,     7.83,    22.17,    35.03,    31.64, -26.8610,    32.86,    31.95, -27.9760
12.04. 05:00 ,   -18.03,     7.82,    22.32,    35.09,    31.65, -23.6330,    32.88,    32.00, -24.6150
12.04. 05:30 ,   -18.03,     7.51,    22.17,    35.06,    31.63,   2.1293,    32.86,    31.95,  15.4190
12.04. 06:00 ,   -18.03,     7.32,    22.42,    35.12,    31.73, -18.8840,    32.76,    31.88, -19.6690
12.04. 06:30 ,   -18.03,     7.34,    22.30,    35.17,    31.86, -12.5610,    32.91,    32.03, -13.0830
12.04. 07:00 ,   -18.03,     7.67,    22.17,    35.02,    31.66,  13.1650,    32.86,    31.95,  27.9760
12.04. 07:30 ,   -18.03,     8.16,    22.17,    35.03,    31.64, -26.8610,    32.83,    31.95, -22.4770
12.04. 08:00 ,   -18.03,     8.57,    22.17,    35.02,    31.63,  26.8610,    32.86,    31.95,  27.9760
12.04. 08:30 ,   -18.03,     8.97,    22.18,    35.02,    31.63,   4.6770,    32.86,    31.95,  20.8920
12.04. 09:00 ,   -18.03,     9.50,    22.17,    34.99,    31.64, -26.8610,    32.83,    31.95, -27.9760
12.04. 09:30 ,   -18.03,     9.94,    22.17,    35.00,    31.64, -26.8610,    32.86,    31.92, -27.9760
12.04. 10:00 ,   -18.03,    10.56,    22.33,    36.32,    31.64, -13.3220,    32.78,    31.93, -13.8750
12.04. 10:30 ,   -18.03,    11.24,    22.35,    34.96,    31.64, -26.8610,    32.86,    31.95, -25.4550
12.04. 11:00 ,   -18.03,    11.24,    22.35,    34.97,    31.64, -26.8610,    32.86,    31.95, -27.9760
12.04. 11:30 ,   -18.03,    11.44,    22.36,    34.96,    31.60, -12.6200,    32.88,    31.94,   5.9300
12.04. 12:00 ,   -18.03,    11.76,    22.59,    35.20,    31.65, -12.5090,    32.85,    31.96, -13.0280
12.04. 12:30 ,   -18.03,    12.12,    22.53,    35.04,    31.62, -23.1870,    32.84,    31.93, -24.1500
12.04. 13:00 ,   -18.03,    12.33,    22.36,    34.93,    31.57,  26.8610,    32.85,    31.94,  14.9680
12.04. 13:30 ,   -18.03,    12.57,    22.42,    34.96,    31.57, -23.8960,    32.82,    31.91, -24.8880
12.04. 14:00 ,   -18.03,    12.76,    22.40,    34.93,    31.57, -22.6360,    32.82,    31.94, -23.5760
12.04. 14:30 ,   -18.03,    14.50,    22.92,    35.15,    31.48, -13.6890,    32.59,    31.73, -14.2580
12.04. 15:00 ,   -18.03,    13.06,    22.55,    35.09,    31.80, -18.2810,    32.94,    32.11, -19.0400
12.04. 15:30 ,   -18.03,    13.17,    22.55,    34.84,    31.51,  -2.9821,    32.88,    31.94,  16.2870
12.04. 16:00 ,   -18.03,    13.22,    23.01,    35.23,    31.56, -16.3660,    32.67,    31.76, -17.0450
12.04. 16:30 ,   -18.03,    12.97,    22.56,    34.81,    31.48,  -9.2880,    32.88,    31.94,   9.6330
12.04. 17:00 ,   -18.03,    13.29,    23.29,    35.04,    31.53, -14.8440,    32.81,    31.90, -15.4600
12.04. 17:30 ,   -18.03,    12.85,    22.54,    34.79,    31.49, -17.1720,    32.88,    31.94,  -2.4133
12.04. 18:00 ,   -18.03,    12.86,    22.92,    34.94,    31.45, -11.2230,    32.73,    31.82, -11.6890
12.04. 18:30 ,   -18.03,    12.27,    22.79,    34.65,    31.38,  -0.1607,    14.82,    31.78,  -0.1674
12.04. 19:00 ,   -18.03,    11.82,    22.88,    34.58,    31.23,  -1.5439,    32.36,    31.51,  -1.6080
12.04. 19:30 ,   -18.03,    11.19,    22.77,    34.72,    31.42,  26.8340,    32.84,    31.87,  27.9490
12.04. 20:00 ,   -18.03,    10.57,    22.70,    34.73,    31.43, -23.5480,    32.94,    31.89, -12.5090
12.04. 20:30 ,   -18.03,    10.49,    22.90,    34.99,    31.41,   0.2692,    32.69,    31.84,   0.2804
12.04. 21:00 ,   -18.03,     7.08,    20.76,    37.96,    31.69,  -6.2380,    33.34,    33.77,  -6.4970
12.04. 21:30 ,   -18.03,     9.91,    22.63,    35.06,    31.46, -12.6660,    32.94,    32.12, -13.1920
12.04. 22:00 ,   -18.03,     9.79,    22.74,    34.73,    31.40, -10.7770,    32.88,    31.86, -11.2250
12.04. 22:30 ,   -18.03,     9.59,    22.51,    34.68,    31.43,   3.4630,    32.83,    31.86,  17.4010
12.04. 23:00 ,   -18.03,     9.50,    22.51,    34.68,    31.40,   2.9206,    32.83,    31.86,  19.6070
12.04. 23:30 ,   -18.03,     9.41,    22.51,    34.68,    31.40,   6.8810,    32.83,    31.83,  22.7220
13.04. 00:00 ,   -18.03,     9.40,    22.49,    34.73,    31.46, -21.4820,    32.82,    31.83, -22.3740
13.04. 00:30 ,   -18.03,     9.24,    22.51,    34.65,    31.40,  -9.3930,    32.83,    31.83,   7.7810
13.04. 01:00 ,   -18.03,     9.15,    22.51,    34.65,    31.40,   3.3281,    32.80,    31.86,  19.1900
13.04. 01:30 ,   -18.03,     9.14,    22.67,    34.88,    31.47, -14.1090,    32.72,    31.78, -14.6950
13.04. 02:00 ,   -18.03,     9.15,    22.51,    34.65,    31.43,   4.7490,    32.80,    31.83,  21.4380
13.04. 02:30 ,   -18.03,     9.06,    22.51,    34.65,    31.43,  12.3840,    32.80,    31.83,  27.9760
13.04. 03:00 ,   -18.03,     8.97,    22.34,    34.62,    31.43,  16.3130,    32.80,    31.83,  27.9760
13.04. 03:30 ,   -18.03,     8.81,    22.34,    34.62,    31.43,  17.6970,    32.80,    31.80,  27.9760
13.04. 04:00 ,   -18.03,     8.65,    22.34,    34.62,    31.43,  18.7340,    32.80,    31.80,  27.9760
13.04. 04:30 ,   -18.03,     8.49,    22.34,    34.62,    31.43,  19.2710,    32.80,    31.80,  27.9760
13.04. 05:00 ,   -18.03,     8.32,    22.34,    34.62,    31.43,  13.6240,    32.80,    31.80,  27.9760
13.04. 05:30 ,   -18.03,     8.16,    22.34,    34.62,    31.43,   6.7820,    32.80,    31.80,  21.9570
13.04. 06:00 ,   -18.03,     8.08,    22.34,    34.62,    31.41, -18.4580,    32.80,    31.80,  -6.4420
13.04. 06:30 ,   -18.03,     8.16,    22.34,    34.62,    31.41, -26.8610,    32.80,    31.78, -17.6600
13.04. 07:00 ,   -18.03,     8.24,    22.34,    34.62,    31.41, -26.8610,    32.80,    31.78, -17.4210
13.04. 07:30 ,   -18.03,     8.56,    22.33,    34.62,    31.41, -26.8610,    32.78,    31.78, -27.9760
13.04. 08:00 ,   -18.03,     8.81,    22.33,    34.63,    31.41, -26.8610,    32.78,    31.78, -27.9760
13.04. 08:30 ,   -18.03,     9.50,    22.68,    34.80,    31.41,  10.0420,    32.63,    31.69,  10.4590
13.04. 09:00 ,   -18.03,     9.72,    21.92,    34.33,    31.82,  -2.3835,    32.85,    31.91,  -2.4825
13.04. 09:30 ,   -18.03,    10.18,    22.63,    34.74,    31.44,   9.0980,    32.66,    31.75,   9.4760
13.04. 10:00 ,   -18.03,    10.79,    23.81,    35.10,    31.52,  12.9290,    32.80,    31.84,  13.4650
13.04. 10:30 ,   -18.03,    11.72,    22.35,    35.07,    31.47,   6.6320,    32.75,    31.87,   6.9070
13.04. 11:00 ,   -18.03,    17.93,    30.03,    34.70,    31.37,  -4.7950,    32.34,    31.46,  -4.9940
13.04. 11:30 ,   -18.03,    12.22,    22.19,    34.56,    31.37,  -0.9970,    32.80,    31.83,  18.4460
13.04. 12:00 ,   -18.03,    12.46,    23.84,    34.92,    31.40,  -0.7568,    32.73,    31.82,  -0.7882
13.04. 12:30 ,   -18.03,    11.72,    22.36,    34.53,    31.35, -13.5120,    32.83,    31.80,   3.9150
13.04. 13:00 ,   -18.03,    12.11,    22.36,    34.53,    31.35, -27.0200,    32.80,    31.80, -14.2780
13.04. 13:30 ,   -18.03,    12.61,    22.66,    34.68,    31.36, -13.6370,    32.72,    31.81, -14.2030
13.04. 14:00 ,   -18.03,    12.53,    22.70,    34.69,    31.36,  -7.7600,    32.79,    31.79,  -8.0820
13.04. 14:30 ,   -18.03,    13.68,    22.19,    34.66,    31.25,  -7.7600,    32.75,    31.84,  -8.0820
13.04. 15:00 ,   -18.03,    12.63,    23.06,    35.21,    31.41,   5.8970,    33.03,    32.35,   6.1420
13.04. 15:30 ,   -18.03,    12.20,    21.34,    33.66,    30.30,   0.5862,    30.50,    29.53,   0.6106
13.04. 16:00 ,   -18.03,    14.40,    11.76,    34.68,    31.32,   9.0980,    32.72,    31.81,   9.4760
13.04. 16:30 ,   -18.03,     9.72,    22.77,    34.54,    31.27,   7.4190,    32.69,    31.78,   7.7270
13.04. 17:00 ,   -18.03,    11.91,    22.70,    34.68,    31.32,   2.8952,    32.83,    32.04,   3.0154
13.04. 17:30 ,   -18.03,    11.62,    22.88,    34.42,    31.29,  -4.5330,    33.03,    32.12,  -4.7210
13.04. 18:00 ,   -18.03,    12.41,    23.75,    34.62,    30.98,  -5.5300,    32.46,    31.49,  -5.7590
13.04. 18:30 ,   -18.03,    10.57,    22.69,    34.36,    31.21,  -9.6550,    32.77,    31.77,   8.2190
13.04. 19:00 ,   -18.03,    10.21,    22.88,    34.54,    31.33,  -3.7720,    33.21,    32.30,  -3.9280
13.04. 19:30 ,    30.03,    30.03,    30.03,    34.56,    31.15,  -2.3114,    32.57,    31.61,  -2.4073
13.04. 20:00 ,   -18.03,     8.97,    22.68,    34.34,    31.21,   6.5660,    32.74,    31.75,  24.1430
13.04. 20:30 ,    30.03,    30.03,    30.03,    23.75,    21.03,   5.0570,    22.36,    21.47,   5.2740
13.04. 21:00 ,     7.30,     9.61,    26.75,    34.34,    31.21,  12.4230,    32.74,    31.75,  27.9760
